"id","text","target","s. target","s. others","s. society","is_tweet","is_headline","split"
"527","Alcoa San Cibrao: dos años para invertir 91 millones y abaratar la energía ","Alcoa San Cibrao","pos","pos","pos","True","False","train"
"528","La Sepi aprueba el rescate de 340 millones a Técnicas Reunidas ","Sepi","pos","pos","pos","True","False","train"
"529","Fitch cree que el préstamo para comprar MásMóvil refleja el interés del mercado","préstamo para comprar MásMóvil","pos","pos","neu","True","False","train"
"530","Cabify prevé crecer un 45% respecto a 2020 y facturar más que antes de la pandemia","Cabify","pos","neu","pos","True","False","train"
"531","H&amp;M eleva las ventas un 6% en su ejercicio fiscal, hasta los 19.351 millones de euros","H&amp;M","pos","neu","pos","True","False","train"
"532","Un 2022 para reeditar el récord: el auge de la inversión extranjera y las rondas A y B aúpan la fiebre emprendedora","la inversión extranjera y las rondas A y B","pos","neu","pos","True","False","train"
"533","Para impulsar este negocio de banca privada, Bankinter ha integrado bajo una misma división los negocios de banca privada y red agencial.","Bankinter","pos","neu","pos","True","False","train"
"534","Cotización del dólar","Cotización del dólar","neu","neu","neu","True","False","train"
"535","GIC se alía con Azora para levantar 8.000 casas. ","GIC","pos","neu","pos","True","False","train"
"536","Dimiten los tres cargos del Banco de España imputados por el 'caso Bankia' que aún estaban en activo","Banco de España","neg","neu","pos","True","False","train"
"537","EnDirecto | Powell: ""Hay un riesgo real ahora de que la inflación sea más persistente""","inflación","neg","neg","neg","True","False","train"
"538","Aena adjudica a Enaire los servicios de navegación aérea por 600 millones ","Enaire","pos","neu","pos","True","False","train"
"539","Energía | CPPIB (Canadian Pension Plan Investment) ha anunciado que ha entrado en el capital del grupo británico Octopus Energy con 300 millones de dólares (unos 260 millones de euros).","Octopus Energy","pos","neu","pos","True","False","train"
"540","Los gestores públicos carecen de información para ejecutar los fondos europeos","gestores públicos","neg","neu","neu","True","False","train"
"541","Elon Musk vende un 6% de su participación en Tesla por más de 9.600 millones","Elon Musk","pos","neu","neu","True","False","train"
"542","Tesla se recupera pese a una investigación de la SEC y recupera los 1.000 dólares","Tesla","pos","neu","pos","True","False","train"
"543","Ghosn va a recibir una jubilación de 765.000 euros al año de Renault","Ghosn","pos","neu","neu","True","False","train"
"544","Afectados de Forum Filatélico pretenden crear federación nacional","Afectados de Forum Filatélico","pos","neu","neu","True","False","train"
"545","Los ERTE se mantendrán hasta el próximo 30 de septiembre","Los ERTE","neu","neu","neg","True","False","train"
"546","BBK y Gaia lanzan un videojuego para enseñar a niños a gestionar una fábrica ","niños","pos","neu","pos","True","False","train"
"547","Exconsejeros de Bankia niegan cualquier interés personal en la salida a Bolsa","Exconsejeros de Bankia","neg","neu","neu","True","False","train"
"548","Cierra la empresa de calzado Pura López ","empresa","neg","neu","neg","True","False","train"
"549","Twitter, Sergi Arola, Eto'o y Kiko Matamoros entran en la lista de morosos de Hacienda ","Twitter, Sergi Arola, Eto'o y Kiko Matamoros","neg","neu","neg","True","False","train"
"550","Las 'start-ups' de Wayra y Telefónica facturan 32 millones de euros","start-ups","pos","neu","neu","True","False","train"
"551","Telefonica y Amancio Ortega compran parte de una empresa con una de las redes internacionales de cables submarinos de fibra óptica más grandes del mundo.","Telefonica y Amancio Ortega","pos","neu","neu ","True","False","train"
"552","Correos anuncia su mayor convocatoria de empleo en décadas, con 5.377 puestos indefinidos ","Correos","pos","neu","pos","True","False","train"
"553","Vodafone España facturó 1.077 millones en su tercer trimestre fiscal, un 1,9% más","Vodafone España","pos","neu","neu","True","False","train"
"554","Agenda con los desafíos para chefs y hosteleros, de la subida de precios a la retención del talento. ","chefs y hosteleros","neg","neu","neg","True","False","train"
"555","Abanca repartirá un segundo dividendo de 0,002 euros por acción ","Abanca","pos","neg","pos","True","False","train"
"556","La caída en Bolsa de Apple después de presentar los resultados anuales ha impulsado a Microsoft a convertirse en la mayor compañía cotizada del mundo.","Microsoft","pos","neu","pos","True","False","train"
"557","Álvarez advierte de que una ""disrupción"" del mercado hipotecario perjudicará a clientes y bancos","""disrupción"" del mercado hipotecario","neg","neg","neg","True","False","train"
"558","El contrato alcanza un importe de diez millones de euros y tiene una duración inicial de tres años.","contrato","pos","neu","pos","True","False","train"
"559","Aedas Homes gana 24,5 millones de euros en el semestre fiscal y bate un nuevo récord de ventas","Aedas Homes","pos","neu","neu","True","False","train"
"560","El alto paro y la inflación disparada sitúan a España al frente del 'índice de miseria' en la UE","España ","neg","neg","neg","True","False","train"
"561","Volotea transportó a más de tres millones de pasajeros en verano, un 14 % más","Volotea","pos","neu","pos","True","False","train"
"562","España recibe los 10.000 millones del primer tramo del fondo de recuperación de la Unión Europea","España","pos","pos","pos","True","False","train"
"563","El Corte Inglés espera lograr la calificación de grado de inversión con la entrada de Mutua","Corte Inglés","pos","neu","pos","True","False","train"
"564","caixabank  dispara el beneficio a 4.801 millones en nueve meses tras incorporar los extraordinarios asociados a la fusión con Bankia","caixabank","pos","neu","pos","True","False","train"
"565","El teléfono se consolida como medio de pago","El teléfono","pos","pos","pos","True","False","train"
"566","Aena invertirá 433 millones hasta 2026 en el aeropuerto de Barajas","el aeropuerto de Barajas","pos","neu","pos","True","False","train"
"567","Subidas de tipos de interés","tipos de interés","pos","neg","neg","True","False","train"
"568","El bitcoin continúa en el entorno de los 50.000 dólares, sin llegar a consolidar esta barrera, y el ether cotiza en los 4.400 dólares","ether","pos","neu","pos","True","False","train"
"569","Los precios industriales se disparan un 33,1% en noviembre y registran su mayor alza en 45 años","precios industriales","pos","neg","neg","True","False","train"
"570","El 'exchange' de criptos FTX eleva un 28% su valoración, hasta 28.500 millones","FTX","pos","neu","pos","True","False","train"
"571","EM Grup invertirá 130 millones en una planta renovable en Cercs (Barcelona)","EM Grup","pos","neu","pos","True","False","train"
"572","La Asociación Española de Renting detecta un aumento de solicitudes de particulares y autónomos de un 70%.","Asociación Española de Renting","pos","neu","neu","True","False","train"
"573","Telefónica propone una subida salarial del 1,5% para 2023 y amplía el plan de bajas a más de 2.900 empleados","empleados","pos","neu","neu","True","False","train"
"574","WiZink pierde 26 millones hasta septiembre tras dotar 200 millones para litigios ","WiZink","neg","neu","neg","True","False","train"
"575","El fabricante de chips AMD se dispara tras sorprender con sus previsiones para 2022","fabricante de chips AMD","pos","neu","pos","True","False","train"
"576","Los beneficios de Twitter se hunden un 95% en el tercer trimestre, hasta los 33 millones","beneficios de Twitter","neg","neu","neu","True","False","train"
"577","Los transportistas ya tienen una “app” para localizar áreas de servicio en pleno estado de alarma","Los transportistas","pos","pos","pos","True","False","train"
"578","La CNMC reduce un 4,6% los peajes de transporte y distribución eléctrica para 2022","CNMC","neg","pos","pos","True","False","train"
"579","El sector turístico empieza a ver la luz al final del túnel","El sector turístico","pos","neu","pos","True","False","train"
"580","OHLA creará el mayor centro deportivo cubierto de Norteamérica por 132 millones","OHLA","pos","neu","pos","True","False","train"
"581","El favorito de Trump para representar a EEUU ante la UE prevé el colapso del euro en un año y medio","El favorito de Trump","neg","neg","neg","True","False","train"
"582","Las ventas de GM en EE.UU. aumentaron un 6,3 % en el tercer trimestre","Las ventas de GM en EEUU","pos","neu","neu","True","False","train"
"583","El FMI advierte del riesgo de las nuevas variantes del coronavirus para la economía europea","economía europea","neg","neg","neg","True","False","train"
"584","En todas las fusiones bancarias se suelen perder clientes. caixabank ha perdido desde marzo, cuando cerró la fusión legal con Bankia, un 2% de su número total de clientes. Estas salidas no han hecho caer el negocio.","caixabank","neg","neu","neu","True","False","train"
"585","La huelga del metal de Cádiz se encamina hacia una semana “conflictiva”","Cádiz","neg","neu","neg","True","False","train"
"586","Cultura | Durante las últimas dos semanas, se han cancelado en el último minuto un sinfín de musicales y obras de teatro ante la falta de reemplazo de los artistas que han dado positivo en Covid","musicales y obras de teatro","neg","neu","neg","True","False","train"
"587","Repsol lidera la semana en el Ibex 35; Grifols y PharmaMar siguen desangrándose","Grifols y PharmaMar","neg","neu","neg","True","False","train"
"588","El euribor a 12 meses sitúa la media mensual provisional en el -0,477% frente al -0,505% de hace un año.","euribor","neg","neu","neg","True","False","train"
"589","Ibercaja ha anunciado su próxima salida a bolsa... pero a la mayoría de sus predecesores no les ha ido demasiado bien","Ibercaja","neg","neu","neg","True","False","train"
"590","Bruselas recorta en un 6% los días de pesca para la flota mediterránea y pone en riesgo miles de empleos","la flota mediterránea","neg","neu","neg","True","False","train"
"591","La CNMV saca tarjeta amarilla a Andrés Iniesta por hacer publicidad de los criptoactivos","Andrés Iniesta","neg","neu","neu","True","False","train"
"592","IMG compra el Mutua Madrid Open de tenis y el Acciona Open de España de golf","IMG","pos","neu","neu","True","False","train"
"593","Firmado el acuerdo para subir el salario mínimo a 950 euros en 2020","salario mínimo","pos","neg","pos","True","False","train"
"594","Liberbank gana 73 millones de euros en el primer semestre, un 14% menos","Liberbank","neg","neu","neu","True","False","train"
"595","ACS confirma la venta de su negocio industrial a la francesa Vinci por 4.902 millones de euros","Vinci","pos","neu","neu","True","False","train"
"596","La adquisición de vivienda por ciudadanos extranjeros pasó de cerca de 63.000 en 2019 a apenas 46.300 el año pasado","La adquisición de vivienda por ciudadanos extranjeros","neg","neu","neg","True","False","train"
"597","La Fed subirá tipos hasta tres veces en 2022 para combatir la inflación ","Fed","neg","neg","neg","True","False","train"
"598","La planta cervecera Damm retoma su actividad tras sufrir un ataque informático","Damm","pos","neu","pos","True","False","train"
"599","La Comisión Europea se abre a aceptar ayudas públicas para la producción de semiconductores","producción de semiconductores","pos","neu","pos","True","False","train"
"600","El banco malo reclama unos 150 millones a las entidades que compraron sus bonos en la crisis","banco malo","pos","neu","neg","True","False","train"
"601","Santander y Unicaja, los bancos favoritos de Goldman Sachs para ganar en bolsa","Santander","pos","neg","neu","True","False","train"
"602","Iberdrola saca pecho en EEUU con un proyecto de 3.500 millones tras el revés de PNM ","EEUU","pos","neu","pos","True","False","train"
"603","IFM compra otro 1% de Naturgy y tiene ya más del 12% de la energética","IFM","pos","neu","pos","True","False","train"
"604","Los principales fabricantes de vehículos facturarán un 9% más este año que en 2019","Los principales fabricantes de vehículos","pos","neu","neu","True","False","train"
"605","Rodrigo Buenaventura (CNMV): “Si no salen más empresas a Bolsa, estará en riesgo la recuperación de la economía española”","economía española","neg","neg","neg","True","False","train"
"606","Más de 1.000 gasolineras deberán ofrecer servicios de recarga para vehículos eléctricos antes de agosto de 2023","vehículos eléctricos","pos","neu","pos","True","False","train"
"607","En 2022, el santander_es tiene el objetivo de aumentar los ingresos en torno al 5%.","santander_es","pos","neu","neu","True","False","train"
"608","Sony devuelve el golpe a Microsoft y compra Bungie, el estudio creador de 'Halo', por 3.200 millones","Sony","pos","neu","neu","True","False","train"
"609","Sapa compra a Corporación Financiera Alba el 5% de Indra por 90 millones","Sapa ","pos","neu","neu","True","False","train"
"610","Iberdrola se adjudica el suministro eléctrico de un parque eólico marino en EE UU","Iberdrola","pos","neu","pos","True","False","train"
"611","Los Estados de Europa Central y Oriental registran los mayores incrementos salariales y todos los Gobiernos han sido más generosos que en 2021.","Estados de Europa Central y Oriental","pos","neg","pos","True","False","train"
"612","Trump: ""Sin las subidas de tipos de la Fed, EEUU habría crecido un 4% en 2018""","subidas de tipos","neg","neg","neg","True","False","train"
"613","Amazon se compromete a llegar a los 25.000 empleos indefinidos en España en 2025","Amazon","neu","neu","pos","True","False","train"
"614","LoMásLeído | 'Bloomberg' prevé que ""EEUU abrace las criptos en 2022"" y mantiene un bitcoin en 100.000 dólare","bitcoin ","pos","neu","pos","True","False","train"
"615","ElliottInvestment y Vista ultiman la compra de Citrix por más de 11.500 millones de euros, VÍA FundsnewsBM","ElliottInvestment y Vista","pos","neu","neu","True","False","train"
"616","La falta de ayudas para los autónomos de La Palma abre una nueva grieta entre los empresarios y Escrivá","los autónomos de La Palma","neg","neu","neg","True","False","train"
"617","Goldman cree que el petróleo puede llegar a 100 dólares, con otro récord de demanda","petróleo","pos","neg","neg","True","False","train"
"618","La luz anticipa mañana otro récord con España congelada","La luz","neg","neg","neg","True","False","train"
"619","Xiaomi presenta Mi Mix Alpha con pantalla envolvente 360 grados y cámara principal de 108MP","Xiaomi","pos","neu","pos","True","False","train"
"620","Aprobada la plantilla municipal que crea 52 plazas y amortiza otras 49","plantilla municipal","pos","neu","pos","True","False","train"
"621","Carrefour y Glovo se alían en Francia, España, Italia y Argentina","Carrefour","pos","neu","neu","True","False","train"
"622","El Gobierno avala las inspecciones sorpresa de Hacienda en los domicilios de particulares y empresas","El Gobierno","pos","pos","pos","True","False","train"
"623","El precio del gas supera los 115 euros por la tensión entre Rusia y Ucrania ","precio del gas","pos","neg","neg","True","False","train"
"624","La Justicia europea confirma la multa de 2.420 millones de euros de Bruselas a Google","Google","neg","neu","neu","True","False","train"
"625","España inaugura las subastas de julio con una emisión de bonos y obligaciones","España","pos","pos","neu","True","False","train"
"626","Plus500 resiste a la Covid y multiplica casi por cuatro sus ingresos del primer semestre","Plus500","pos","neu","neu","True","False","train"
"627","Acciona Energía desembarca en Francia con la compra de Eqinov ","Acciona Energía","pos","neg","pos","True","False","train"
"628","La OMC en manos de Trump","La OMC","neu","neu","neu","True","False","train"
"629","Los Economistas rebajan la previsión de crecimiento al 4,7% en 2021 y al 5,6% en 2022","previsión de crecimiento","neg","neg","neg","True","False","train"
"630","Wall Street vuelve a las ventas afectado por la caída del petróleo","Wall Street","neg","neg","neg","True","False","train"
"631","El precio de la luz será, este jueves, más de cuatro veces superior que el que se registró en el mismo día de 2020.","precio de la luz","pos","neg","neg","True","False","train"
"632","Aldi es la cadena nacional que más creció a nivel porcentual en superficie comercial el 2021

Más de 390.000 m2 y un total de 357 supermercados en el país, de los cuales 40 fueron nuevas aperturas","Aldi","pos","neu","pos","True","False","train"
"633","Los españoles necesitan 7,5 años de sueldo íntegro para comprar una vivienda","Los españoles","neg","neu","neg","True","False","train"
"634","Las pérdidas aseguradas por catástrofes naturales alcanzan los 90.000 millones de euros en 2021","pérdidas aseguradas","neg","neg","neg","True","False","train"
"635","Morgan Stanley eleva su beneficio un 37% en 2021, hasta 13.250 millones","Morgan Stanley","pos","neu","neu","True","False","train"
"636","Palma limita a tres el número máximo diario de cruceros a partir de 2022","Palma","neg","neu","neg","True","False","train"
"637","El Brexit y la pandemia hunden a mínimos la compra de casas en España por británicos.","la compra de casas en España por británicos","neg","neu","neg","True","False","train"
"638","Los proveedores de Nissan preparan centenares de despidos ante el cierre","proveedores de Nissan","neg","neu","neg","True","False","train"
"639","El BBVA gana 3.311 millones hasta septiembre tras reducir a la mitad las provisiones por la covid","BBVA","pos","neu","pos","True","False","train"
"640","Wall Street: caídas en la última sesión de 2021, que ya es el tercer año más alcista del siglo","Wall Street","neg","neu","neg","True","False","train"
"641","Endesa y Cepsa sellan una alianza para compartir puntos de recarga eléctrica en la Península","Península","pos","neu","pos","True","False","train"
"642","Teknei espera crecer con la transformación digital y el cambio generacional","Teknei","pos","neu","neu","True","False","train"
"643","UBS se refuerza en Realia y en Aedas y supera el 6% y el 7% de su capital","UBS","pos","neu","neu","True","False","train"
"644","Estrella Galicia sale de nuevo en ayuda de la hostelería","Estrella Galicia","pos","pos","neu","True","False","train"
"645","Renta 4 acuerda distribuir un dividendo de 0,30 euros a partir del 27 de diciembre","Renta 4 ","neu","neu","pos","True","False","train"
"646","Wall Street: freno al 'rally' de fin de año con caídas del 0,5% en el Nasdaq","Nasdaq","neg","neu","neg","True","False","train"
"647","Telefonica abonará dividendos. El precio de cotización de referencia es de 4,008 euros y que el importe de referencia asciende a 878.589.364,54 euros.","Telefonica","neu","neu","pos","True","False","train"
"648","Esfera Robotics, un fondo para no perderse la megatendencia de la robotización","Esfera Robotics","pos","neu","pos","True","False","train"
"649","Atresmedia abonará 0,18 euros por acción, con un desembolso total cercano a 40,5 millones.","Atresmedia","neu","neu","pos","True","False","train"
"650","El FMI alerta de una recuperación más lenta aunque mejora su previsión para 2023 para España","España","neg","neg","neg","True","False","train"
"651","El PP lamenta que Extremadura sea la ""campeona"" del déficit ""por quinto mes consecutivo""","Extremadura","neg","neg","neg","True","False","train"
"652","Pepa y Morenés vuelven a Neinor Homes al hacerse con un 18,5% de su capital","Pepa y Morenés","pos","neu","neu","True","False","train"
"653","Ferrovial cierra la compra del 24,9% de la india IRB por 369 millones de euros","Ferrovial","pos","neu","neu","True","False","train"
"654","El fondo espera embolsarse 361 millones de las casas agrupadas en Albirana, que traspasa alrededor del 40% de su cartera.","El fondo","pos","neu","pos","True","False","train"
"655","La CNMV multa a OHL y sus consejeros con 310.000 euros por los ""datos inexactos"" de las cuentas de 2018","OHL","neg","neu","neu","True","False","train"
"656","El Banco de España calcula que la crisis de suministros costará hasta 13.500 millones a España","España","neg","neg","neg","True","False","train"
"657","Acerinox dobló su gasto en 2021 en gas y electricidad, con 100 millones.
","Acerinox","neg","neu","neu","True","False","train"
"658","Naturgy mejora sus resultados por las plusvalías de los negocios en Chile y en Egipto","Naturgy ","pos","neu","neu","True","False","train"
"659","El Gobierno anuncia un PERTE del agua para digitalizar la gestión de los recursos hídricos en España","la gestión de los recursos hídricos en España","pos","neu","pos","True","False","train"
"660","De Mercadona a Carrefour: subidón de hasta 12.000 millones de euros en las inversiones inmobiliarias","las inversiones inmobiliarias","pos","neu","neu","True","False","train"
"661","Didi, el ‘Uber chino’, se va de la Bolsa de Nueva York a Hong Kong tras las presiones de Pekín","Hong Kong","pos","neu","pos","True","False","train"
"662","El sector del mueble anticipa alzas de precios de hasta el 20% por la presión de los costes ","sector del mueble","pos","neu","neg","True","False","train"
"663","Imagin, la app de CaixaBank para los más jóvenes","Imagin","pos","neu","pos","True","False","train"
"664","La energía nuclear tendrá la etiqueta de verde en la UE pese al rechazo de España y la división francoalemana, por jsanhermelando","energía nuclear","pos","neu","neu","True","False","train"
"665","Cinco valores del Continuo que suben un 20% (y mucho más) en 2020","Cinco valores del Continuo","pos","neu","neu","True","False","train"
"666","Petróleo, el próximo cuello de botella para la economía mundial: las petronaciones no están produciendo más","Petróleo","neg","neg","neg","True","False","train"
"667","OHLA allana el camino para generar caja neta de forma regular sin venta de activos","OHLA","pos","neu","neu","True","False","train"
"668","Oxígeno para LaLiga y el fútbol español: la alianza con CVC se formaliza con un segundo pago de 298 millones","LaLiga y el fútbol español","pos","neu","pos","True","False","train"
"669","Los rebrotes y las prohibiciones a los viajes vuelven a presionar al sector del turismo ya muy castigado en Bolsa. COVID19","sector del turismo","neg","neu","neg","True","False","train"
"670","Kerad Holding, empresa del futbolista Gerard Piqué, perdió 2,1 millones en 2020","Kerad Holding","neg","neu","neg","True","False","train"
"671","Criteria prescinde de García-Bragado como vicepresidente y seguirá de consejero en Caixabank","García-Bragado","neg","neu","neu","True","False","train"
"672","La luz marcará este miércoles su tercer precio más alto de la historia: 247 euros por MWh","luz","pos","neg","neg","True","False","train"
"673","El BCE concluye que Nordea tiene suficiente capital pero débil sistema datos","Nordea","neg","neu","neu","True","False","train"
"674","Evergrande incumple su primer reembolso de deuda en dólares y Fitch la declara en suspensión de pagos","Evergrande","neg","neu","neg","True","False","train"
"675","caixabank en banca privada se sitúa ya a niveles de Banco Santander.","caixabank","pos","neu","neu","True","False","train"
"676","Ayuso abre la economía madrileña a empresarios y autónomos del resto de España. Te contamos esta y otras noticias del día en ","economía madrileña","pos","pos","pos","True","False","train"
"677","La producción masiva de vacunas antiCovid lleva al límite la cadena de suministro y encarece las materias primas, por MercedesRivera0","las materias primas","pos","neg","neg","True","False","train"
"678","Solaris (CAF) suministrará 161 autobuses en Bélgica por 75 millones","Solaris","pos","neu","pos","True","False","train"
"679","Las Bolsas europeas buscan el rebote tras las fuertes caídas por la nueva variante ómicron.","Bolsas europeas","pos","neu","pos","True","False","train"
"680","La explosión de contagios por ómicron está teniendo un impacto inferior al de olas anteriores para el turismo en la entrada de 2022.","el turismo","pos","pos","pos","True","False","train"
"681","El impuesto de matriculación vuelve a subir este 1 de enero","impuesto de matriculación","pos","neg","neg","True","False","train"
"682","Costa anuncia una subida del salario mínimo y avances en reformas estructurales","Costa","pos","neu","pos","True","False","train"
"683","La firma de hipotecas se dispara un 57,7% en septiembre: récord de la última década"," La firma de hipotecas","pos","neu","pos","True","False","train"
"684","Great Wall pide más ayudas públicas para instalarse en la planta de Nissan","planta de Nissan","pos","neu","pos","True","False","train"
"685","Ferrovial recurre la decisión judicial sobre la autopista canadiense ETR-407","Ferrovial","neg","neu","neu","True","False","train"
"686","Con esta receta de Ayuso para el taxi, ingresarían un 60% más y se crearían 3.000 empleos","el taxi","pos","neu","neu","True","False","train"
"687","Centenares de personas se manifiestan en Cádiz en apoyo a los trabajadores del metal en su quinto día de huelga","Cádiz","neg","neu","neg","True","False","train"
"688","Trabajo ha impuesto sanciones por más de 1.530 millones desde la entrada en vigor del control horario","Trabajo","pos","neg","neg","True","False","train"
"689","La lira turca rompe la barrera de 20 unidades por euro ","lira turca","pos","neu","pos","True","False","train"
"690","El BBVA paga un alto coste por su pasión turca","BBVA","neg","neu","neu","True","False","train"
"691","Las ventas de las grandes empresas crecieron un 4,9%","ventas de las grandes empresas","pos","neg","neu","True","False","train"
"692","Air Europa quema tres cuartos de su rescate solo en mantener los vuelos","Air Europa","neg","neu","pos","True","False","train"
"693","El Ibex repite subidas, pendiente de Santander ","Ibex","pos","pos","pos","True","False","train"
"694","Italia multa a Google y Apple con 20 millones por el uso ilegal de datos","Google y Apple","neg","neu","neu","True","False","train"
"695","La Bolsa de Londres baja un 0,29 % en la apertura","La Bolsa de Londres","neg","neg","neg","True","False","train"
"696","La luz se dispara mañana hasta 320 euros por megavatio hora, un nuevo máximo histórico","luz","pos","neg","neg","True","False","train"
"697","China, un dragón asiático que despega","China","pos","neu","pos","True","False","train"
"698","Sony aumenta un 32% el beneficio operativo trimestral y supera previsiones","Sony","pos","neu","pos","True","False","train"
"699","Inditex agranda Arteixo: historia de las ampliaciones de la sede que vio crecer a Zara","Inditex","pos","neu","neu","True","False","train"
"700","Naturgy, galardonada en Nueva York con los premios a la mejor empresa energética y mejor CEO de 2021","Naturgy","pos","neu","pos","True","False","train"
"701","Las aerolíneas de bajo coste incrementan sus pasajeros un 12,9% hasta noviembre","aerolíneas de bajo coste","pos","neu","pos","True","False","train"
"702","10 puntos clave para hacer bien la declaración de la renta 2015","declaración de la renta","pos","neu","neu","True","False","train"
"703","El FMI rebaja el crecimiento del PIB español al 4,6% en 2021 y al 5,8% en 2022","PIB español","neg","neg","neg","True","False","train"
"704","Hacienda propone financiar las CCAA por población ajustada con más peso para sanidad y educación","CCAA","pos","pos","pos","True","False","train"
"705","La mitad de los autónomos cree que su actividad no se recuperará hasta 2023","autónomos","neg","neu","neu","True","False","train"
"706","Sánchez confía en presentar pronto los Presupuestos de 2020 y negociarlos ya","Sánchez","pos","neu","pos","True","False","train"
"707","La compañía barcelonesa reforzará el área móvil del gigante del entretenimiento interactivo y los videojuegos.","el área móvil del gigante del entretenimiento interactivo y los videojuegos","pos","neu","pos","True","False","train"
"708","Economía/OPA.- La CNE debatirá el jueves si admite a Gas Natural como parte interasada en la OPA de E.ON","La CNE","neu","neu","neu","True","False","train"
"709","Estados Unidos y China lideran la lista de superordenadores más potentes del mundo","Estados Unidos","pos","neu","neu","True","False","train"
"710","Las rebajas para el pequeño comercio son “pan para hoy y hambre para mañana”","pequeño comercio","neg","neu","neu","True","False","train"
"711","Los locales de ocio nocturno serán clausurados a lo largo de esta semana","locales de ocio nocturno","neg","neu","neg","True","False","train"
"712","Xunta y sindicatos pedirán la reactivación de la mesa industrial de Alcoa","mesa industrial de Alcoa","pos","neu","neu","True","False","train"
"713","Elon Musk agota sus pantalones cortos de Tesla en cinco minutos","Elon Musk","pos","neg","neu","True","False","train"
"714","La subida de precios subyacente se sitúa en el 1,7%, su mayor nivel desde julio de 2013.","precios subyacente","pos","neg","neg","True","False","train"
"715","Supercor eleva los sueldos hasta un 5,9% en 2022, tras alcanzar acuerdo para el convenio ","Supercor","neg","neu","pos","True","False","train"
"716","El precio del crudo de la OPEP baja un 0,31 % hasta los 69,66 dólares/barril","crudo de la OPEP","pos","pos","pos","True","False","train"
"717","FMI: la economía de España se desplomará un 12,8% este año","la economía de España","neg","neg","neg","True","False","train"
"718","Los transportistas desconvocan los paros para Navidad tras llegar a un acuerdo con el Gobierno ","Gobierno","pos","pos","pos","True","False","train"
"719","Boeing no consigue salir de números rojos: redujo un 65% sus pérdidas durante 2021 hasta los 4.290 millones","Boeing","neg","neu","neg","True","False","train"
"720","La inestabilidad institucional y los impuestos expulsan a Cataluña del motor económico de España","Cataluña ","neg","neu","neg","True","False","train"
"721","El beneficio de Adevinta, dueña de Infojobs y Fotocasa, se reduce un 36% en 2020","Adevinta","neg","neu","neu","True","False","train"
"722","Kia Telluride: todocamino terapéutico","Kia Telluride","pos","neu","pos","True","False","train"
"723","La escasez de suministros tira a la baja a la producción industrial tras siete meses de crecimiento","la producción industrial","neg","neu","neg","True","False","train"
"724","El primer 'bono verde' del BEI financia el AVE privado de Air Nostrum ","AVE privado de Air Nostrum","pos","neu","pos","True","False","train"
"725","Los presidentes de la CEOE_ES y de cepyme_ advierten al Gobierno de que puede haber ""una contracción importante del empleo"" con una nueva subida del SMI.","Gobierno","neg","neg","pos","True","False","train"
"726","Los contratos temporales de menos de 30 días se penalizarán triplicando la cotización","contratos temporales de menos de 30 días","neg","neg","neg","True","False","train"
"727","Más de 37 millones en ayudas para entidades públicas que contraten a jóvenes, en noticiascyl","entidades públicas","pos","neu","pos","True","False","train"
"728"," La inflación en Alemania baja al 4,9% en enero","inflación en Alemania","neg","pos","pos","True","False","train"
"729","El tirón del crossover lleva a Lexus a cerrar 2020 con su mejor cuota en España","Lexus","pos","neu","neu","True","False","train"
"730","Encarecimiento de las hipotecas por la subida del euribor.","hipotecas","pos","neg","neg","True","False","train"
"731","La subida de precios subyacente se sitúa en el 1,7%, su mayor nivel desde julio de 2013.","precios subyacente","pos","neg","neg","True","False","train"
"732","CrónicaDeBolsa | La última jornada del año en la Bolsa permite redondear al 8% la subida del Ibex en 2021, hasta los 8.713 puntos. Este porcentaje le pone a la cola de Europa y le mantiene lejos de niveles previos a la pandemia.","Ibex","neg","neg","neg","True","False","train"
"733","La ampliación a tres años del plazo de garantía encarecerá los precios de los electrodomésticos","precios de los electrodomésticos","pos","neg","neg","True","False","train"
"734","El S&P 500 vuelve a rozar los 3.000 puntos","El S&P 500","neg","neg","neg","True","False","train"
"735","Bruselas pide la retirada progresiva de las medidas de apoyo público a las empresas tras la Covid-19","las empresas","neg","neg","neg","True","False","train"
"736","El Gobierno extiende hasta final de 2022 el blindaje a las empresas estratégicas","empresas estratégicas","pos","neu","pos","True","False","train"
"737","Epson renueva sus gafas inteligentes y ahora permiten pilotar drones","Epson","pos","pos","pos","True","False","train"
"738","Recomendamos | El gasto en pensiones se eleva a 143.250 millones en 2021, un 3% más que el año pasado","gasto en pensiones","pos","neu","pos","True","False","train"
"739","Vesuvius se niega a retirar el ERE que afecta a 128 trabajadores","Vesuvius","neg","neu","neg","True","False","train"
"740","CaixaBank y Santander se llevan tres de cada diez euros en suscripciones a fondos. Informa RubeEscudero","CaixaBank y Santander","pos","neu","neu","True","False","train"
"741","Kutxabank Gestión termina el 2020 como líder en suscripciones de fondos","Kutxabank Gestión","pos","neu","neu","True","False","train"
"742","El Gobierno cifra en 1.000 millones de euros el rescate de ocho autopistas que quebraron en la crisis","el rescate de ocho autopistas","pos","neu","pos","True","False","train"
"743","EasyHotel promueve el primer hotel en Barcelona desde el inicio del Covid","EasyHotel","pos","neu","pos","True","False","train"
"744","El gas natural costará más, pero no mucho más: subirá un 5% en octubre.","gas natural","pos","neg","neg","True","False","train"
"745","El impulso del consumo eleva el PIB al 3,2% en 2015","El impulso del consumo","pos","pos","pos","True","False","train"
